"Name","Country","Region","Winery","Rating","NumberOfRatings","Price","Year"
"Amarone della Valpolicella Classico 2010","Italy","Amarone della Valpolicella Classico","Bertani",4.3,469,87.2,"2010"
"Amarone della Valpolicella Classico 2011","Italy","Amarone della Valpolicella Classico","Bertani",4,219,92.15,"2011"
"Amarone della Valpolicella Classico 2011","Italy","Amarone della Valpolicella Classico","Quintarelli Giuseppe",4.7,207,272.25,"2011"
"Amarone della Valpolicella Classico 2012","Italy","Amarone della Valpolicella Classico","Nicolis",4.1,220,39,"2012"
"Amarone della Valpolicella Classico 2013","Italy","Amarone della Valpolicella Classico","Ca La Bionda",4.2,219,39,"2013"
"Amarone della Valpolicella Classico 2013","Italy","Amarone della Valpolicella Classico","Nicolis",3.9,38,39.9,"2013"
"Amarone della Valpolicella Classico 2013","Italy","Amarone della Valpolicella Classico","Villabella",4.2,80,27.32,"2013"
"Amarone della Valpolicella Classico 2014","Italy","Amarone della Valpolicella Classico","Bolla",4.1,1069,28.99,"2014"
"Amarone della Valpolicella Classico 2014","Italy","Amarone della Valpolicella Classico","Cottini",4.1,50,40.34,"2014"
"Amarone della Valpolicella Classico 2015","Italy","Amarone della Valpolicella Classico","Allegrini",4.3,1111,50.69,"2015"
"Amarone della Valpolicella Classico 2015","Italy","Amarone della Valpolicella Classico","Biscardo",4.3,1189,26.06,"2015"
"Amarone della Valpolicella Classico 2015","Italy","Amarone della Valpolicella Classico","Cesari",4.1,718,28.5,"2015"
"Amarone della Valpolicella Classico 2015","Italy","Amarone della Valpolicella Classico","Lenotti",4.2,38,23.9,"2015"
"Amarone della Valpolicella Classico 2015","Italy","Amarone della Valpolicella Classico","Paolo Cottini",4,38,43.9,"2015"
"Amarone della Valpolicella Classico 2015","Italy","Amarone della Valpolicella Classico","Tedeschi",4.1,30,31.4,"2015"
"Amarone della Valpolicella Classico 2015","Italy","Amarone della Valpolicella Classico","Tommasi",4.3,5288,35.9,"2015"
"Amarone della Valpolicella Classico 2015","Italy","Amarone della Valpolicella Classico","Villa Girardi",4.3,196,33.81,"2015"
"Amarone della Valpolicella Classico 2015","Italy","Amarone della Valpolicella Classico","Zenato",4.4,2964,29.9,"2015"
"Amarone della Valpolicella Classico 2016","Italy","Amarone della Valpolicella Classico","Allegrini",4.1,116,50.6,"2016"
"Amarone della Valpolicella Classico 2016","Italy","Amarone della Valpolicella Classico","Zenato",4.2,105,43.61,"2016"
"Amarone della Valpolicella Classico 2016","Italy","Amarone della Valpolicella Classico","Zeni",4.1,588,26.7,"2016"
"Amarone della Valpolicella Classico Barriques 2015","Italy","Amarone della Valpolicella Classico","Zeni",4.1,27,42.9,"2015"
"Amarone della Valpolicella Classico di Carlo 2010","Italy","Amarone della Valpolicella Classico","Lenotti",4.4,456,38.94,"2010"
"Amarone della Valpolicella Classico Lena di Mezzo 2015","Italy","Amarone della Valpolicella Classico","Monte del Frá",4.2,373,28.03,"2015"
"Amarone della Valpolicella Classico Riserva (Sergio Zenato) 2013","Italy","Amarone della Valpolicella Classico","Zenato",4.5,185,64.03,"2013"
"Amarone della Valpolicella Classico Vigneto Il Fornetto 2012","Italy","Amarone della Valpolicella Classico","Stefano Accordini",4.6,68,95.53,"2012"
"Amarone della Valpolicella Conte di Valle Riserva 2011","Italy","Amarone della Valpolicella","Palazzo Maffei",4.1,329,49,"2011"
"Amarone della Valpolicella Corte Brà 2012","Italy","Amarone della Valpolicella","Sartori",4.2,60,33.16,"2012"
"Amarone Della Valpolicella Marta Galli 2007","Italy","Amarone della Valpolicella","Le Ragose",4.3,109,59.9,"2007"
"Amarone della Valpolicella Monte Lodoletta 2012","Italy","Amarone della Valpolicella","Dal Forno Romano",4.7,130,270.63,"2012"
"Ambrosan Amarone della Valpolicella Classico 2010","Italy","Amarone della Valpolicella Classico","Nicolis",4.2,50,59.9,"2010"
"Ameri 2017","Argentina","Tupungato","Domaine Bousquet",4.3,49,24,"2017"
"Améthyste 2016","France","Vins des Allobroges","Domaine des Ardoisieres",3.9,53,72.13,"2016"
"Amma Red 2015","Portugal","Alentejo","Arrepiado Velho",4.6,56,116,"2015"
"Ammasso Rosso Sicilia 2016","Italy","Sicilia","Barone Montalto",4.2,1047,16.34,"2016"
"Ammasso Rosso Sicilia 2017","Italy","Sicilia","Barone Montalto",3.9,56,14.84,"2017"
"Amon-Ra Shiraz 2016","Australia","Barossa Valley","Glaetzer",4.3,397,56.44,"2016"
"Amore e Follia 2016","Italy","Toscana","Podere le Ripi",3.8,84,25.9,"2016"
"Amore e Magia Brunello di Montalcino 2015","Italy","Brunello di Montalcino","Podere le Ripi",4.6,48,90.2,"2015"
"Amphora 2016","Portugal","Alentejano","Cortes de Cima",4,51,22.42,"2016"
"Amplus One Carmenère 2017","Chile","Peumo","Santa Ema",4,386,15.39,"2017"
"Amstramgram L'Epicurius 2018","France","Pays d'Oc","Calmel & Joseph",3.8,147,7.75,"2018"
"Àn 2017","Spain","Mallorca","Ànima Negra",4.3,262,38.9,"2017"
"AN/2 2018","Spain","Mallorca","Ànima Negra",4.1,111,19.99,"2018"
"Añada 2017","Spain","Binissalem-Mallorca","Macià Batle",3.6,394,10.67,"2017"
"Añada 2018","Spain","Binissalem-Mallorca","Macià Batle",3.7,308,11.19,"2018"
"Añada Roble 2016","Spain","Binissalem-Mallorca","Bodegas José L. Ferrer",3.7,235,7.36,"2016"
"Anaperenna 2015","Australia","Barossa Valley","Glaetzer",4.4,236,47.69,"2015"
"Anaperenna 2016","Australia","Barossa Valley","Glaetzer",4.2,258,46.75,"2016"
"Anaperenna 2017","Australia","Barossa Valley","Glaetzer",4.2,120,44.99,"2017"
"Añares Crianza Rioja 2017","Spain","Rioja","Bodegas Olarra",3.6,146,5.79,"2017"
"Añares Rioja Reserva 2014","Spain","Rioja","Bodegas Olarra",3.8,571,8.89,"2014"
"Ángeles de Amaren Tempranillo - Graciano 2013","Spain","Rioja","Bodegas Amaren",4.1,535,18.9,"2013"
"Ángeles de Amaren Tempranillo - Graciano 2015","Spain","Rioja","Bodegas Amaren",4.2,105,15.95,"2015"
"Angelin Langhe Nebbiolo 2018","Italy","Langhe","Negro Angelo",3.7,147,12.9,"2018"
"Anniversario Monferrato 2013","Italy","Monferrato","Michele Chiarlo",3.6,47,12.19,"2013"
"Annonce Saint-Émilion Grand Cru 2014","France","Saint-Émilion Grand Cru","Château Belair-Monange",4.1,125,53.61,"2014"
"Annonce Saint-Émilion Grand Cru 2015","France","Saint-Émilion Grand Cru","Château Belair-Monange",3.9,63,58.39,"2015"
"Annonce Saint-Émilion Grand Cru 2016","France","Saint-Émilion Grand Cru","Château Belair-Monange",3.9,33,60.44,"2016"
"Ansela van de Caab 2016","South Africa","Stellenbosch","Muratie",4.2,205,16.88,"2016"
"Ansela van de Caab 2017","South Africa","Stellenbosch","Muratie",4.4,48,17.79,"2017"
"Ansisa Barbera d'Alba 2016","Italy","Barbera d'Alba","Vite Colte",3.8,50,6.9,"2016"
"Antajr Rosso 2014","Italy","Toscana","Il Palagione",4.1,31,20.99,"2014"
"Anté Barbera d'Asti Superiore 2017","Italy","Barbera d'Asti","Tenimenti Ca'Bianca",3.8,150,6.95,"2017"
"Anticaia Negroamaro Salento 2018","Italy","Salento","San Donaci",3.8,57,5.85,"2018"
"Anticaia Primitivo Salento 2018","Italy","Salento","San Donaci",3.7,35,5.85,"2018"
"Anticaia Salice Salentino Riserva 2016","Italy","Salice Salentino","San Donaci",4,152,6.9,"2016"
"Antièri Susumaniello 2017","Italy","Salento","Schola Sarmenti",4.3,403,16.87,"2017"
"Antigua Monica di Sardegna 2018","Italy","Monica di Sardegna","Santadi",3.5,64,8.9,"2018"
"Antique Cairanne 2016","France","Cairanne","Camille Cayran",4,92,13.44,"2016"
"Antu Cabernet Sauvignon - Carmenère 2018","Chile","Colchagua Valley","MontGras",4,158,11.9,"2018"
"Antu Cabernet Sauvignon 2015","Chile","Maipo Valley","MontGras",3.8,194,12.5,"2015"
"Antu Carmenère 2017","Chile","Rapel Valley","MontGras",3.9,263,12.25,"2017"
"Antu Grenache - Syrah - Carignan 2015","Chile","Colchagua Valley","MontGras",3.8,482,12.6,"2015"
"Antu Syrah 2017","Chile","Colchagua Valley","MontGras",3.8,726,12.25,"2017"
"Ape Reale Barbera d'Alba 2017","Italy","Barbera d'Alba","BelColle",3.5,70,8.76,"2017"
"Apogee Pepper Bridge Vineyard 2013","United States","Walla Walla Valley","L'Ecole No 41",4.1,103,46.9,"2013"
"Appassimento 2015","Italy","Puglia","Conte di Campiano",4,6780,6.57,"2015"
"Appassimento 2017","Italy","Abruzzo","Collefrisio",4.1,358,10.45,"2017"
"Appassimento 2017","Italy","Puglia","Epicuro",4.1,347,9.9,"2017"
"Appassimento 2017","Italy","Puglia","Today's Special",3.7,284,6.81,"2017"
"Appassimento 2018","Italy","Piemonte","Nardelli",4,47,7.3,"2018"
"Appassimento 2018","Italy","Salento","Aristocratico",3.9,375,7.79,"2018"
"Appassimento 2018","Italy","Salento","Vallone",4.2,48,9.4,"2018"
"Appassimento Barbera Passito 2018","Italy","Piemonte","San Silvestro",3.8,925,11.6,"2018"
"Appassimento Organico Rosso 2018","Italy","Abruzzo","Passi-Reali",3.8,442,10.85,"2018"
"Appassimento Rosso 2017","Italy","Puglia","Passo Grande",4,195,7.28,"2017"
"Appassimento Rosso 2018","Italy","Terre Siciliane","Luna Argenta",4.2,733,9.66,"2018"
"Appassite 2018","Italy","Puglia","Nero Grande",4.1,573,9.9,"2018"
"Appassite Negroamaro - Primitivo 2018","Italy","Puglia","Luna Argenta",4.2,1413,9.66,"2018"
"Appassite Negroamaro - Primitivo 2019","Italy","Puglia","Luna Argenta",4,84,7.52,"2019"
"Appassite Rosso 2018","Italy","Veneto","Luna Argenta",4.3,413,9.95,"2018"
"Appellation Malbec 2016","Argentina","Pedernal Valley","Pyros",4,967,13.95,"2016"
"Appellation Syrah 2017","Argentina","Pedernal Valley","Pyros",3.8,120,13.95,"2017"
"Appellation Vista Flores Malbec 2017","Argentina","Vista Flores","Catena",4,564,13.95,"2017"
"Aquilae Nero d'Avola 2014","Italy","Sicilia","CVA Canicatti",3.6,131,8.6,"2014"
"Arbòre Cannonau di Sardegna 2012","Italy","Cannonau di Sardegna","Gabbas",4,105,21.9,"2012"
"Arbòre Cannonau di Sardegna 2013","Italy","Cannonau di Sardegna","Gabbas",4,34,19.45,"2013"
"Arborina Barolo 2013","Italy","Barolo","Elio Altare",4.3,130,77.12,"2013"
"Arborina Barolo 2015","Italy","Barolo","Elio Altare",4.3,51,77.5,"2015"
"Arbossar 2014","Spain","Priorat","Terroir Al Límit Soc. Lda",4,164,60,"2014"
"Arbossar 2016","Spain","Priorat","Terroir Al Límit Soc. Lda",4,109,60,"2016"
"Arcane V Le Pape 2010","France","Châteauneuf-du-Pape","Xavier Vignon",4.4,186,99.95,"2010"
"Arcane XV Le Diable 2015","France","Vin de France","Xavier Vignon",4,1900,17.95,"2015"
"Arcidiavolo 2008","Italy","Toscana","Teruzzi & Puthod",4.2,112,17.45,"2008"
"Ardalejos 2014","Spain","Valtiendas","Bodegas Vagal",3.9,36,19.95,"2014"
"ARDO de Marqués de Riscal 2015","Spain","Rioja","Marqués de Riscal",3.6,431,9.37,"2015"
"Ardoise Pinot Noix 2011","Germany","Mosel","Pinot Noix",4.2,54,89.95,"2011"
"Ardoise Pinot Noix 2014","Germany","Mosel","Pinot Noix",4,48,89.95,"2014"
"Arele Rosso (Appassimento) 2015","Italy","delle Venezie","Tommasi",3.9,627,13.6,"2015"
"Arele Rosso (Appassimento) 2016","Italy","delle Venezie","Tommasi",4,474,13.9,"2016"
"Ares 2016","Australia","Barossa Valley","Two Hands",4.5,28,120,"2016"
"Argile Rouge 2017","France","Vins des Allobroges","Domaine des Ardoisieres",3.9,121,29.15,"2017"
"Argile Rouge 2018","France","Vins des Allobroges","Domaine des Ardoisieres",3.9,30,29.15,"2018"
"Ariana 2017","Spain","Lanzarote","El Grifo",3.9,93,19.99,"2017"
"Armador Cabernet Sauvignon 2018","Chile","Maipo Valley","Odfjell",3.6,74,10.15,"2018"
"Armador Carménère 2018","Chile","Maule Valley","Odfjell",3.6,484,10.15,"2018"
"Armano Rosso 2018","Italy","Puglia","Ponte Lungo",3.9,68,8.72,"2018"
"Armantes Garnacha - Tempranillo 2016","Spain","Calatayud","San Gregorio",3.8,374,6.09,"2016"
"Armentino Negroamaro - Primitivo 2017","Italy","Salento","Schola Sarmenti",4,159,11.5,"2017"
"Armonia Rouge 2018","France","Vin de France","Bassac",3.6,47,6.95,"2018"
"Aromes de Pavie Saint-Émilion Grand Cru 2005","France","Saint-Émilion Grand Cru","Château Pavie",4.1,273,428.65,"2005"
"Aromes de Pavie Saint-Émilion Grand Cru 2010","France","Saint-Émilion Grand Cru","Château Pavie",4,161,398.6,"2010"
"Arruga Superiore Carignano del Sulcis 2014","Italy","Carignano del Sulcis","Sardus Pater",3.8,27,31.19,"2014"
"Ars In Vitro 2012","Spain","Navarra","Bodega Tandem",3.5,152,8.49,"2012"
"Ars Nova 2004","Spain","Navarra","Bodega Tandem",3.5,45,14.09,"2004"
"Ars Nova 2010","Spain","Navarra","Bodega Tandem",3.6,144,11.89,"2010"
"Ars Nova 2012","Spain","Navarra","Bodega Tandem",3.7,289,10.91,"2012"
"Ars Nova 2014","Spain","Navarra","Bodega Tandem",4.1,57,10.43,"2014"
"Art 'n' Soul Shiraz - Grenache 2015","Australia","Barossa","Peter Lehmann",3.4,41,10.42,"2015"
"Art Collection Crianza 2016","Spain","Rioja","Bodegas Faustino",3.7,234,9.5,"2016"
"Art de Vivre Rouge 2015","France","Languedoc","Gérard Bertrand",3.8,142,15.95,"2015"
"Arte Rosso 2012","Italy","Langhe","Domenico Clerico",3.9,72,27.06,"2012"
"ARTEMIS Cabernet Sauvignon 2017","United States","Napa Valley","Stag's Leap Wine Cellars",4.4,2836,65,"2017"
"Arthos Pinot Noir 2013","Germany","Pfalz","Weingut Metzger",4.2,47,89.68,"2013"
"Artigas 2017","Spain","Priorat","Bodegas Mas Alta",4.1,93,21.25,"2017"
"Artino 2017","Italy","Calabria","Tenuta Iuzzolini",4.1,71,11.6,"2017"
"Aruma Malbec 2016","Argentina","Mendoza","Caro (Catena and Rothschild)",3.6,2461,10.91,"2016"
"Aruma Malbec 2017","Argentina","Mendoza","Caro (Catena and Rothschild)",3.7,1710,10.51,"2017"
"Arunte Negroamaro Salento 2013","Italy","Salento","Cantolio",3.7,160,8.58,"2013"
"Arvino 2016","Italy","Calabria","Statti",3.8,46,14.38,"2016"
"As Caborcas Single Vineyard 2014","Spain","Valdeorras","Telmo Rodriguez",4.1,94,35.95,"2014"
"AS Ladieras 2015","Spain","Campo de Borja","Cuevas de Arom",3.8,114,19.24,"2015"
"Asili Barbaresco 2012","Italy","Barbaresco","Cascina Luisin",4,49,38.6,"2012"
"Asili Barbaresco 2014","Italy","Barbaresco","Cascina Luisin",3.7,33,38.5,"2014"
"Asinone Vino Nobile di Montepulciano 2012","Italy","Vino Nobile di Montepulciano","Poliziano",4.2,511,34.82,"2012"
"Asinone Vino Nobile di Montepulciano 2014","Italy","Vino Nobile di Montepulciano","Poliziano",4.1,411,35.9,"2014"
"Asinone Vino Nobile di Montepulciano 2015","Italy","Vino Nobile di Montepulciano","Poliziano",4.3,676,41.43,"2015"
"Asinone Vino Nobile di Montepulciano 2016","Italy","Vino Nobile di Montepulciano","Poliziano",4.2,353,35.9,"2016"
"Aska Bolgheri 2016","Italy","Bolgheri","Banfi",4,868,15.9,"2016"
"Aska Bolgheri 2017","Italy","Bolgheri","Banfi",3.8,73,19.5,"2017"
"Assajé 2016","Italy","Isola dei Nuraghi","Capichera",4.1,172,35.97,"2016"
"Assmannshäuser Höllenberg Spätburgunder Trocken 2016","Germany","Rheingau","Allendorf",3,33,31.53,"2016"
"Assolo Cannonau di Sardegna 2015","Italy","Cannonau di Sardegna","Tenuta l'Ariosa",3.6,72,13.5,"2015"
"Atrium Merlot 2017","Spain","Penedès","Torres",4,329,11.99,"2017"
"Atrium Merlot 2018","Spain","Penedès","Torres",3.8,120,10.5,"2018"
"Atteca Garnacha (Old Vines) 2017","Spain","Calatayud","Bodegas Ateca",4.1,96,12.5,"2017"
"Au Cerisier Cahors 2017","France","Cahors","Château Combel La Serre",3.6,79,16.38,"2017"
"Aufwind Cuvée Rotwein 2016","Germany","Pfalz","Hensel",4,80,11.5,"2016"
"Aufwind Saint Laurent 2016","Germany","Pfalz","Hensel",3.7,35,11.23,"2016"
"Aufwind Spätburgunder 2016","Germany","Pfalz","Hensel",4.1,318,10.8,"2016"
"Aurelio Maremma Toscana 2016","Italy","Maremma Toscana","Val delle Rose",3.9,227,23.25,"2016"
"Auritea Cabernet Franc 2015","Italy","Costa Toscana","Azienda Agricola Lunelli",4.5,59,66,"2015"
"Aurora Barbera d'Asti 2012","Italy","Barbera d'Asti","Roberto Sarotto",3.3,29,9.12,"2012"
"Aussières Rouge (Red Blend) 2016","France","Pays d'Oc","Château d’Aussières",3.3,314,9.12,"2016"
"Aussières Rouge (Red Blend) 2017","France","Pays d'Oc","Château d’Aussières",3.5,116,8.32,"2017"
"Auténtico Malbec 2016","Argentina","Cafayate Valley","Colomé",4,779,29.39,"2016"
"Auténtico Malbec 2018","Argentina","Cafayate Valley","Colomé",4.2,507,25.12,"2018"
"Authentique Côtes du Roussillon Rouge 2013","France","Côtes du Roussillon","Domaine Lafage",3.8,212,7.75,"2013"
"Authentique Côtes du Roussillon Rouge 2018","France","Côtes du Roussillon","Domaine Lafage",3.7,82,8.68,"2018"
"Autour de Jonquières Terrasses du Larzac 2015","France","Terrasses du Larzac","Mas Jullien",4,139,31.39,"2015"
"Auxo Colli di Luni 2017","Italy","Colli di Luni","Lvnae",3.3,55,10.75,"2017"
"Aviator Blaufränkisch 2017","Austria","Neusiedlersee","Keringer",4,120,11.6,"2017"
"Aviator Blaufränkisch 2018","Austria","Neusiedlersee","Keringer",3.8,45,9.5,"2018"
"Awatea Cabernets - Merlot 2017","New Zealand","Hawke's Bay","Te Mata",3.8,162,34.5,"2017"
"Azagador Crianza 2016","Spain","La Mancha","Pago de la Jaraba",3.8,74,7.25,"2016"
"Azagador Reserva Tinto 2014","Spain","La Mancha","Pago de la Jaraba",4,37,7.9,"2014"
"Azul 2015","Spain","Ribera del Queiles","Guelbenzu",3.8,104,6.99,"2015"
"Azul 2016","Spain","Ribera del Queiles","Guelbenzu",3.9,72,6.99,"2016"
"B 2017","Spain","Ribera del Duero","Baden Numen",3.8,106,11.21,"2017"
"B Crux Blend 2008","Argentina","Uco Valley","O. Fournier",3.9,633,17.5,"2008"
"Bacca Nera 2018","Italy","Veneto","Corte Figaretto",3.8,66,8.5,"2018"
"Baccanera 2016","Italy","Langhe","Lo Zoccolaio",4,243,11.6,"2016"
"Baccaro Nero d'Avola 2018","Italy","Sicilia","Farnese",3.6,261,5.8,"2018"
"Baccaro Primitivo 2018","Italy","Puglia","Farnese",3.7,198,5.8,"2018"
"Baccarossa 2017","Italy","Lazio","Poggio le Volpi",4,320,15.9,"2017"
"Bàcco 2016","Italy","Isola dei Nuraghi","Siddura",3.9,46,27.2,"2016"
"Bachgart Blauburgunder 2014","Italy","Südtirol - Alto Adige","Klaus Lentsch",3.7,66,42.9,"2014"
"Bachgart Blauburgunder 2015","Italy","Südtirol - Alto Adige","Klaus Lentsch",3.8,113,42.9,"2015"
"Bachgart Blauburgunder 2016","Italy","Südtirol - Alto Adige","Klaus Lentsch",3.8,107,19.9,"2016"
"Bachgart Blauburgunder Riserva 2012","Italy","Südtirol - Alto Adige","Klaus Lentsch",4,25,29.9,"2012"
"Bachgart Blauburgunder Riserva 2013","Italy","Südtirol - Alto Adige","Klaus Lentsch",4,26,65,"2013"
"Backbone Cabernet Sauvignon 2017","United States","California","Motto",3.6,88,21.45,"2017"
"Badia a Passignano Gran Selezione Chianti Classico 2016","Italy","Chianti Classico","Antinori",4.2,1000,39.9,"2016"
"Badia a Passignano Gran Selezione Chianti Classico 2017","Italy","Chianti Classico","Antinori",3.8,25,39.85,"2017"
"Badiolo Chianti 2017","Italy","Chianti","Trambusti",3.8,85,11.5,"2017"
"Baga ao Sol Unoaked 2015","Portugal","Alentejano","Fitapreta",4.2,142,21.45,"2015"
"Bairrada Reserva 2013","Portugal","Bairrada","Caves Primavera",3,47,5.36,"2013"
"Baltos Mencía 2016","Spain","Bierzo","Dominio de Tares",3.6,207,12.14,"2016"
"Baltos Mencía 2017","Spain","Bierzo","Dominio de Tares",3.7,98,10,"2017"
"Banda Azul Crianza 2017","Spain","Rioja","Federico Paternina",3.5,389,5.75,"2017"
"Bandol 2000","France","Bandol","Château Pradeaux",3.8,57,36.95,"2000"
"Bandol 2001","France","Bandol","Château Pradeaux",4,76,39.95,"2001"
"Bandol 2013","France","Bandol","Château Pradeaux",3.8,222,28.95,"2013"
"Bandol 2014","France","Bandol","Château Pradeaux",3.9,154,26.95,"2014"
"Bandol 2015","France","Bandol","La Bastide Blanche",3.7,719,21.88,"2015"
"Bandol 2015","France","Bandol","La Suffrene",4.1,180,18.9,"2015"
"Bandol 2016","France","Bandol","Château de Pibarnon",4.1,382,42.5,"2016"
"Bandol 2016","France","Bandol","La Bastide Blanche",3.9,795,19.9,"2016"
"Bandol 2016","France","Bandol","La Suffrene",3.8,172,18.9,"2016"
"Bandol Rouge 2007","France","Bandol","Gros' Noré",3.9,110,59,"2007"
"Bandol Rouge 2009","France","Bandol","Gros' Noré",4.1,203,55.9,"2009"
"Bandol Rouge 2011","France","Bandol","Domaine de la Tour du Bon",4,43,35.9,"2011"
"Bandol Rouge 2011","France","Bandol","Gros' Noré",4.1,326,49.9,"2011"
"Bandol Rouge 2012","France","Bandol","Lafran-Veyrolles",4,68,22.5,"2012"
"Bandol Rouge 2013","France","Bandol","Domaine de la Tour du Bon",3.8,79,21.9,"2013"
"Bandol Rouge 2015","France","Bandol","Château Val d'Arenc",4.1,95,18.9,"2015"
"Bandol Rouge 2015","France","Bandol","Domaine de la Bégude",3.9,144,29.9,"2015"
"Bandol Rouge 2015","France","Bandol","Gros' Noré",4,272,31.9,"2015"
"Bandol Rouge 2016","France","Bandol","Domaine de la Tour du Bon",3.9,51,20.67,"2016"
"Bandol Rouge 2016","France","Bandol","Gros' Noré",4.1,134,31.9,"2016"
"Bandol Rouge 2017","France","Bandol","Domaine de la Tour du Bon",3.7,34,20.67,"2017"
"Bannockburn Pinot Noir 2018","New Zealand","Central Otago","Felton Road",4.2,444,52.78,"2018"
"Bansella Nizza 2017","Italy","Monferrato","Prunotto",4,309,16.74,"2017"
"Bärba Cesco Barbera d'Alba Superiore 2015","Italy","Barbera d'Alba","Elio Filippino",4.3,64,21.66,"2015"
"Bárbara Palacios 2015","Spain","Rioja","Barbarot",3.8,72,18.42,"2015"
"Barbaresco 2008","Italy","Barbaresco","Casetta",4,143,26.5,"2008"
"Barbaresco 2012","Italy","Barbaresco","Gaja",4.5,1593,149,"2012"
"Barbaresco 2013","Italy","Barbaresco","Antico Monastero",3.8,48,19.3,"2013"
"Barbaresco 2013","Italy","Barbaresco","Gaja",4.4,1030,199.9,"2013"
"Barbaresco 2014","Italy","Barbaresco","Ceretto",3.9,244,43.6,"2014"
"Barbaresco 2014","Italy","Barbaresco","Fontanafredda",3.7,211,16.98,"2014"
"Barbaresco 2014","Italy","Barbaresco","Gaja",4.4,694,195,"2014"
"Barbaresco 2014","Italy","Barbaresco","Giacosa Fratelli",3.2,136,12.7,"2014"
